Date,btc_coinbase,btc_kraken,btc_bitstamp,btc_itbit,btc_bitfinex,btc_hitbtc,btc_gemini,btc_bittrex,usdyuan,usdeur,gold,oil,sp500
11/17/2016,730.71,739.9991,739.1901,741.7201,740.67,737.25,736.53,750,6.8781,0.94,1216.5,45.42,2187.12
11/18/2016,748.54,747.1101,743.0201,744.0201,753.97,749.14,749.99,750,6.8864,0.9444,1207.93,45.69,2181.9
11/19/2016,750.77,750.7901,749.3001,749.9201,752.9,750.88,750.93,755,6.8864,0.9444,1207.93,45.69,2181.9
11/20/2016,731.99,727.3501,724.0101,726.1301,729.67,749.89,727.36,720,6.8864,0.9444,1207.93,45.69,2181.9
11/21/2016,736.4,736.9151,735.6701,738.3701,738.99,733.77,737.89,717.1,6.8928,0.9429,1214.31,47.49,2198.18
11/22/2016,746.66,748.9991,748.0201,748.7801,750.05,744.77,748.35,752.7,6.89,0.9413,1212.4,48.03,2202.94
11/23/2016,741.52,742.0081,739.9601,741.5501,741.99,740.33,742.41,746.9,6.919,0.9472,1188.21,47.96,2204.72
11/24/2016,737.99,737.1201,734.8701,736.8501,737.68,731.75,737.99,732.1,6.9219,0.9474,1184.45,47.96,2204.72
11/25/2016,739.74,738.8101,735.6001,737.2101,740.36,734.37,741.89,730,6.9191,0.944,1183.9,46.06,2213.35
11/26/2016,735.7,736.7901,728.9001,733.7401,731.19,727.01,735.38,736,6.9191,0.944,1183.9,46.06,2213.35
11/27/2016,729.24,731.9501,729.5801,734.4301,724.99,725.01,728.35,727,6.9191,0.944,1183.9,46.06,2213.35
11/28/2016,729.77,730.6501,729.9901,733.4301,731.52,725.94,732.99,727,6.9153,0.9447,1193.99,47.08,2201.72
11/29/2016,732.37,730.7201,733.0101,733.7701,731.05,731.51,732.92,737,6.9047,0.9409,1188.25,45.23,2204.66
11/30/2016,742.69,742.7991,743.2701,744.6701,739,742.21,742.21,744.2,6.8894,0.9435,1173.25,49.44,2198.81
12/1/2016,754,752.4201,751.3001,753.0001,755.36,746.6,753.99,759,6.8856,0.9411,1171.76,51.06,2191.08
12/2/2016,769.25,774.0001,770.0001,768.5701,774.91,765.93,774.98,775,6.88,0.9375,1177.25,51.68,2191.95
12/3/2016,766.98,764.9791,760.8901,764.2601,765.27,763.1,766.47,768,6.88,0.9375,1177.25,51.68,2191.95
12/4/2016,767.99,766.0091,759.9501,764.6301,768.5,762.15,765.69,775,6.88,0.9375,1177.25,51.68,2191.95
12/5/2016,752,753.6871,750.7901,751.6101,750.62,745.79,753.47,775,6.8815,0.9291,1170.37,51.79,2204.71
12/6/2016,759.8,758.7541,756.9501,758.9901,757.36,755.92,758.29,739.5,6.882,0.9335,1169.75,50.93,2212.23
12/7/2016,764.34,769.1561,765.8401,768.5001,765.01,759.37,764.37,762,6.8767,0.9309,1173.7,49.77,2241.35
12/8/2016,767.89,769.0011,767.9701,769.9601,765.01,763.33,767.73,775,6.891,0.9427,1170.86,50.84,2246.19
12/9/2016,773.22,772.0201,770.1801,769.5601,770.5,769.66,770.11,776,6.908,0.9469,1160.01,51.5,2259.53
12/10/2016,775.87,776.4881,773.9101,772.9401,772.9,770.96,771.79,770,6.908,0.9469,1160.01,51.5,2259.53
12/11/2016,771.05,769.0461,768.2301,766.9001,770.21,768.34,770.74,758,6.908,0.9469,1160.01,51.5,2259.53
12/12/2016,778.94,778.8021,777.8001,776.4901,777.99,778.08,779.64,779.1,6.9069,0.9399,1162.25,52.83,2256.96
12/13/2016,776.18,782.7501,778.8301,778.6401,775,777.23,779.34,780,6.9029,0.9412,1158.45,52.98,2271.72
12/14/2016,777.66,779.2991,776.9201,776.3801,774.49,777.06,776.88,780,6.9049,0.9385,1142.9,51.04,2253.28
12/15/2016,776.16,778.9991,776.6901,777.4401,777.43,775.75,774.9,780,6.9467,0.9602,1128.58,50.9,2262.03
12/16/2016,780.98,783.5001,779.9901,779.1501,784.17,781.31,782.48,780,6.9615,0.9568,1134.84,51.9,2258.07
12/17/2016,788.57,793.1101,788.7501,789.3601,790.99,787.62,789.39,795,6.9615,0.9568,1134.84,51.9,2258.07
12/18/2016,790.72,789.4671,788.5901,785.9401,790.21,788.36,790.22,799,6.9615,0.9568,1134.84,51.9,2258.07
12/19/2016,790.81,791.5911,789.9501,788.3401,790.59,790.64,790.19,779,6.9605,0.9574,1137.9,52.12,2262.53
12/20/2016,798.99,797.9161,791.8401,791.1901,797.99,801.01,800.96,799,6.9527,0.9617,1132.28,52.23,2270.76
12/21/2016,834.5,826.0001,825.8401,821.8001,829.99,834.32,829.73,867.9,6.944,0.9591,1131.59,52.49,2265.18
12/22/2016,856.02,863.0001,861.7901,859.9201,859.2,860.27,858.49,866,6.9484,0.9578,1128.42,52.95,2260.96
12/23/2016,917.26,908.5181,902.2101,895.9901,918.99,915.48,915.11,908.1,6.9462,0.9564,1133.95,53.02,2263.79
12/24/2016,891.5,893.3001,893.0701,902.4201,895.24,895.12,897.14,920,6.9462,0.9564,1133.95,53.02,2263.79
12/25/2016,896.12,893.3631,889.5701,892.1301,897.99,888.95,896.98,880,6.9462,0.9564,1133.95,53.02,2263.79
12/26/2016,902.09,904.9271,898.2501,906.8201,906.4,895,905.78,914,6.9489,0.9567,1134.83,53.02,2263.79
12/27/2016,925.2,932.2181,931.5101,937.3901,936.32,928.01,932.49,937.9,6.952,0.9564,1138.85,53.9,2268.88
12/28/2016,982.17,967.0511,964.9801,970.0001,981.7,960.02,982,971.8,6.9613,0.9629,1141.74,54.06,2249.92
12/29/2016,970.72,968.5901,963.9001,963.7701,972.63,945,973.59,963,6.9565,0.9549,1158.15,53.77,2249.26
12/30/2016,960.81,950.0001,951.0001,961.4001,959.26,937.31,964.05,958.1,6.945,0.9506,1152.27,53.72,2238.83
12/31/2016,973.37,965.3401,962.9301,962.9101,966.58,949.59,974.55,960,6.945,0.9506,1152.27,53.72,2238.83
1/1/2017,992.95,1004.0011,1002.9901,999.9701,998.99,995,998.57,999,6.945,0.9506,1152.27,53.72,2238.83
1/2/2017,1011.45,1017.0001,1012.5001,1018.7501,1019.3,1008.25,1020.23,1010,6.945,0.9555,1152.15,53.72,2238.83
1/3/2017,1020.67,1024.3481,1021.4601,1019.0001,1037.5,1021.72,1035.03,1030,6.964,0.959,1158.79,52.33,2257.83
1/4/2017,1130.3,1095.1912,1090.0001,1092.1301,1139.6,1118.11,1143.16,1135,6.9342,0.955,1163.61,53.26,2270.75
1/5/2017,1007,964.8401,973.7701,969.2601,1003.2,999.99,1004.84,980.1,6.8766,0.9436,1180.3,53.76,2269
1/6/2017,895.71,899.2871,896.7701,887.2901,898,935,893.49,910,6.926,0.9493,1172.85,53.99,2276.98
1/7/2017,909,884.9201,889.7701,890.8801,908.84,899.09,907.4,897.9,6.926,0.9493,1172.85,53.99,2276.98
1/8/2017,923.33,917.7661,906.8901,910.9101,915.9,901.89,913.98,900,6.926,0.9493,1172.85,53.99,2276.98
1/9/2017,902.66,897.8701,893.2001,894.9001,903,889.62,903.02,895,6.9375,0.946,1181.06,51.96,2268.9
1/10/2017,907,910.0001,906.6801,906.3301,905.76,899.78,906.09,911,6.9215,0.9468,1187.75,50.82,2268.9
1/11/2017,795.77,791.7271,788.7001,785.5101,778.58,812.35,779.7,778.3,6.9377,0.9469,1191.63,52.25,2275.32
1/12/2017,812.25,824.7101,829.0701,819.2101,804.58,816.11,805.84,823,6.8941,0.9392,1195.4,53.01,2270.44
1/13/2017,831.42,836.4101,828.0001,821.6101,828.12,821.35,827.87,820,6.9005,0.9395,1197.58,52.37,2274.64
1/14/2017,828,820.2031,819.0701,830.0401,815.3,830.46,825.69,821,6.9005,0.9395,1197.58,52.37,2274.64
1/15/2017,833.31,823.7771,815.0401,817.9301,820.74,812.23,827.73,817.1,6.9005,0.9395,1197.58,52.37,2274.64
1/16/2017,834.41,833.1611,830.0001,831.3301,830.1,855.75,835.02,830,6.9008,0.943,1202.85,52.37,2274.64
1/17/2017,906,902.1491,898.7501,898.0001,903.99,928.92,906.19,900,6.845,0.9347,1217,52.48,2267.89
1/18/2017,887.99,879.9901,873.8201,876.0001,887.76,870.5,884.99,871,6.8496,0.9362,1204.15,51.08,2271.89
1/19/2017,902.92,908.1091,907.9601,903.2401,900.29,897.3,905.03,886.2,6.872,0.9406,1204.82,51.37,2263.69
1/20/2017,894.31,902.7201,899.4701,899.4001,895.96,905.14,898,896.5,6.8765,0.9345,1210.57,52.42,2271.31
1/21/2017,925.06,926.0001,924.9501,921.7001,924.02,920.6,924.28,925,6.8765,0.9345,1210.57,52.42,2271.31
1/22/2017,931.22,919.8411,919.9501,920.0001,923.72,913.23,924.98,910.1,6.8765,0.9345,1210.57,52.42,2271.31
1/23/2017,910.7,920.8451,920.9301,920.4301,910.03,920.55,919.2,911.4,6.8537,0.9324,1218.1,52.75,2265.2
1/24/2017,887,899.2411,897.4801,900.9901,886.1,891.32,883.2,890,6.859,0.9297,1208.81,53.18,2280.07
1/25/2017,896,895.7391,893.2201,893.7501,893.35,894.08,894.97,894,6.8836,0.9313,1200.79,52.75,2298.37
1/26/2017,917.02,915.2501,913.2501,914.6801,915.12,909.12,917.6,917,6.884,0.9358,1188.55,53.78,2296.68
1/27/2017,922.63,922.0101,920.0401,919.7901,916.7,916.55,921.01,923.9,6.884,0.9347,1191.3,53.17,2294.69
1/28/2017,924.98,919.4041,916.6001,922.1701,919.43,912.83,921.29,923.9,6.884,0.9347,1191.3,53.17,2294.69
1/29/2017,916.54,917.4901,913.8501,916.3001,912.56,913.53,915.62,915,6.884,0.9347,1191.3,53.17,2294.69
1/30/2017,923.23,924.9891,920.7001,920.2201,917.36,919,922,920.4,6.884,0.9352,1195.56,52.63,2280.9
1/31/2017,970.01,963.9861,957.8601,954.9401,966.19,958.69,971.25,962.9,6.884,0.9275,1210.65,52.81,2278.87
2/1/2017,992.75,980.0301,975.8401,977.1501,983.73,977.96,989.1,980.8,6.884,0.9301,1209.78,53.88,2279.55
2/2/2017,1008.38,1013.6391,1010.2101,1002.6201,1005.7,1005.29,1007.32,1010,6.884,0.927,1215.75,53.54,2280.85
2/3/2017,1018,1011.6601,1011.6301,1014.1201,1015.7,1005.7,1017,1018.4,6.8672,0.9272,1220.2,53.83,2297.42
2/4/2017,1035.54,1029.4901,1026.9202,1029.4801,1031.1,1022.15,1032.99,1019.5,6.8672,0.9272,1220.2,53.83,2297.42
2/5/2017,1016.32,1016.9701,1009.1101,1013.3701,1006.6,1011.87,1011.91,1014.4,6.8672,0.9272,1220.2,53.83,2297.42
2/6/2017,1022.58,1026.1602,1025.3002,1024.6001,1022.6,1034.31,1023.99,1006.5,6.863,0.9315,1235.41,53.01,2292.56
2/7/2017,1053.96,1052.0101,1050.3601,1051.4801,1052.1,1047.63,1055.42,1050,6.8853,0.9354,1233.92,52.17,2293.08
2/8/2017,1056.7,1062.5101,1058.9901,1056.3701,1048.8,1044.82,1053.9,1062.1,6.8638,0.9349,1241.48,52.34,2294.67
2/9/2017,994.24,977.4771,970.9901,975.0001,984.97,983.66,988.7,957,6.8692,0.9383,1228.36,53,2307.87
2/10/2017,1001.99,1000.1781,1000.9901,992.3701,992,994.71,1001.07,994.6,6.8785,0.9398,1233.65,53.86,2316.1
2/11/2017,1018.65,1016.8751,1013.1501,1011.6801,1000.3,1014.72,1013.57,997.7,6.8785,0.9398,1233.65,53.86,2316.1
2/12/2017,1010,1001.1301,997.5901,1001.7101,996.01,997.84,1007.77,1005,6.8785,0.9398,1233.65,53.86,2316.1
2/13/2017,1002.82,1000.0001,999.2301,999.5001,996.5,993.71,1000.97,1005,6.8802,0.9437,1225.18,52.93,2328.25
2/14/2017,1013.92,1012.9991,1009.8801,1008.2201,1013.7,1006.5,1013.12,1014,6.8675,0.9465,1228.2,53.2,2337.58
2/15/2017,1014.53,1017.9901,1012.9901,1014.6901,1013.8,1004.47,1013.67,1018,6.8711,0.9449,1233.72,53.11,2349.25
2/16/2017,1038.94,1037.1111,1034.8201,1035.0001,1038.4,1035.03,1034.33,1030.3,6.853,0.9387,1239.1,53.36,2347.22
2/17/2017,1057.3,1060.1371,1059.2601,1062.2201,1056.2,1056.68,1059.75,1061.5,6.8665,0.9422,1234.95,53.4,2351.16
2/18/2017,1062.15,1065.0502,1060.0001,1065.8002,1059.8,1051.47,1059.84,1070.1,6.8665,0.9422,1234.95,53.4,2351.16
2/19/2017,1059.88,1053.9951,1052.0001,1051.5101,1056.2,1045.85,1054.72,1054.8,6.8665,0.9422,1234.95,53.4,2351.16
2/20/2017,1089.82,1062.0602,1059.6602,1062.3901,1091.2,1075.04,1085.13,1085,6.8785,0.9426,1238.5,53.4,2351.16
2/21/2017,1128.29,1115.0011,1114.9901,1114.0001,1129.6,1120,1133.68,1137.7,6.884,0.9484,1235.7,54.06,2365.38
2/22/2017,1128.71,1129.0011,1129.6702,1138.1101,1125.3,1134.54,1128.54,1136.2,6.8778,0.9482,1237.55,53.59,2362.82
2/23/2017,1186.9,1163.1901,1161.1201,1163.4202,1190.9,1189.99,1181.02,1174.4,6.8661,0.9464,1249.78,54.45,2363.81
2/24/2017,1186.91,1178.0001,1177.4901,1166.5302,1185.1,1176.67,1183.72,1185,6.8691,0.9468,1257.15,53.99,2367.34
2/25/2017,1158,1154.8181,1159.5801,1151.5502,1153,1150.42,1148.77,1158.5,6.8691,0.9468,1257.15,53.99,2367.34
2/26/2017,1184.91,1166.5001,1178.0001,1176.1402,1178.3,1184.07,1182.03,1158.5,6.8691,0.9468,1257.15,53.99,2367.34
2/27/2017,1195.81,1189.2332,1193.3301,1190.2602,1195.5,1181.14,1194.5,1197,6.8708,0.943,1252.77,54.05,2369.75
2/28/2017,1195.08,1192.3341,1196.1602,1194.0102,1189.1,1196.22,1195.2,1195,6.867,0.9427,1248.33,54.01,2363.64
3/1/2017,1230,1224.8002,1224.4302,1220.2501,1232.8,1224.99,1228.9,1230.5,6.8819,0.9467,1249.48,53.83,2395.96
3/2/2017,1269.17,1253.8201,1254.6001,1268.8701,1262.3,1259.32,1260.21,1250,6.8899,0.9518,1234.31,52.61,2381.92
3/3/2017,1292.86,1272.9992,1278.3401,1283.4501,1288.2,1279.9,1287.98,1267.8,6.8972,0.9413,1234.55,53.33,2383.12
3/4/2017,1273.97,1260.4302,1261.2201,1264.7502,1267.8,1256.22,1270,1251.1,6.8972,0.9413,1234.55,53.33,2383.12
3/5/2017,1278.98,1272.3971,1266.1101,1284.2401,1278.4,1258.23,1273.99,1278.7,6.8972,0.9413,1234.55,53.33,2383.12
3/6/2017,1284.99,1275.9672,1276.4701,1279.1201,1279.3,1267.87,1288.88,1276.1,6.897,0.9454,1225.29,53.2,2375.31
3/7/2017,1237.36,1240.8031,1245.3601,1242.0001,1232.4,1239.71,1236.29,1247.1,6.9025,0.9457,1215.85,53.14,2368.39
3/8/2017,1150.22,1155.2401,1161.9002,1167.3301,1149.3,1142.83,1151.39,1140.1,6.9131,0.9491,1208.34,50.28,2362.98
3/9/2017,1197.3,1195.3971,1197.9801,1199.0701,1190.4,1190,1197.2,1184.8,6.911,0.9451,1201.17,49.28,2364.87
3/10/2017,1109.01,1087.0001,1091.7701,1288.8301,1113.6,1122.99,1109.29,1107.6,6.9093,0.9369,1204.73,48.49,2372.6
3/11/2017,1188.11,1160.5001,1176.9102,1173.0001,1172.8,1164.68,1182.64,1165,6.9093,0.9369,1204.73,48.49,2372.6
3/12/2017,1235.58,1219.4291,1223.3902,1232.6302,1225.2,1229.86,1232.63,1230,6.9093,0.9369,1204.73,48.49,2372.6
3/13/2017,1245.49,1226.0021,1242.0502,1247.0701,1238.5,1230.23,1246.85,1201,6.9143,0.9382,1204.06,48.4,2373.47
3/14/2017,1247.42,1251.4951,1247.3902,1248.0001,1245,1251.26,1248.2,1259,6.915,0.9415,1199.01,47.72,2365.45
3/15/2017,1263,1249.9992,1253.7902,1250.9901,1256.1,1255.91,1261.75,1258.8,6.9149,0.9406,1219.68,48.86,2385.26
3/16/2017,1175.11,1147.0402,1168.0001,1156.6301,1169,1179.44,1175.29,1165.5,6.898,0.9332,1226.42,48.75,2381.38
3/17/2017,1069.57,1080.1841,1111.0001,1110.5202,1068.4,1080.2,1070.6,1062.5,6.9034,0.9312,1229.29,48.78,2378.25
3/18/2017,970,943.7791,981.0001,957.6401,971,990.64,965.1,967.3,6.9034,0.9312,1229.29,48.78,2378.25
3/19/2017,1019.49,1022.0091,1039.8002,1046.4901,1016.1,1027.99,1010.63,1032.9,6.9034,0.9312,1229.29,48.78,2378.25
3/20/2017,1044.96,1020.3441,1040.3801,1028.9901,1039,1035.8,1041.61,1050,6.9085,0.9322,1234.33,48.22,2373.47
3/21/2017,1114.42,1089.0211,1106.4002,1094.1101,1115,1113.59,1113.81,1098,6.8874,0.9252,1244.57,47.34,2344.02
3/22/2017,1034.57,1005.9901,1012.0301,1011.1801,1039.1,1024.2,1037.97,1037.5,6.8819,0.9251,1248.54,48.04,2348.45
3/23/2017,1025.14,1041.3002,1028.8002,1040.7201,1033,1028.79,1033,1023.8,6.8863,0.9276,1245.3,47.7,2345.96
3/24/2017,934.87,955.8511,957.0301,957.6901,943.1,921.97,936.83,952.7,6.8837,0.9261,1243.45,47.97,2343.98
3/25/2017,963.72,939.1731,944.0201,944.2001,972.17,959.75,966.76,966.2,6.8837,0.9261,1243.45,47.97,2343.98
3/26/2017,973.08,967.2751,972.6001,974.0001,969,964.41,967.14,952.1,6.8837,0.9261,1243.45,47.97,2343.98
3/27/2017,1042.08,1020.7001,1023.8301,1022.1301,1042.7,1016,1045.01,1040,6.8729,0.9205,1254.36,47.73,2341.59
3/28/2017,1045.4,1027.1411,1028.6901,1027.3601,1044.7,978,1045.04,1045.1,6.8795,0.9231,1251.88,48.37,2358.57
3/29/2017,1043.27,1040.1702,1036.6702,1038.8401,1041.8,858.02,1041.03,1037.6,6.8901,0.9301,1253.52,49.51,2361.13
3/30/2017,1042.34,1035.4481,1030.6101,1031.3201,1041,750,1041.75,1045.3,6.8894,0.9343,1242.67,50.35,2368.06
3/31/2017,1088.99,1070.8601,1067.0001,1071.3701,1081.7,977.84,1084.22,1082,6.8872,0.9385,1249.35,50.6,2362.72
4/1/2017,1092,1077.9401,1075.0001,1078.2201,1093.2,969.99,1089.99,1083.2,6.8872,0.9385,1249.35,50.6,2362.72
4/2/2017,1113.99,1109.0292,1091.7101,1108.7601,1107.6,997,1107.45,1105,6.8872,0.9385,1249.35,50.6,2362.72
4/3/2017,1152.6,1153.8601,1146.3301,1150.0001,1150.2,1099.83,1152.94,1130.6,6.8872,0.938,1253.35,50.24,2358.84
4/4/2017,1143.99,1136.6421,1137.3301,1137.5801,1145,1101.01,1149.03,1149,6.8872,0.9381,1256.26,51.03,2360.16
4/5/2017,1132.99,1130.8572,1129.1401,1128.1201,1140.6,1087.56,1134.73,1121,6.8948,0.9392,1255.7,51.15,2352.95
4/6/2017,1192.3,1198.9851,1193.0001,1195.0001,1191.5,1169.54,1195.77,1207.3,6.8977,0.939,1251.96,51.7,2357.49
4/7/2017,1194,1201.6101,1196.5901,1198.6901,1196.6,1175,1194.67,1191,6.9005,0.9443,1254.45,52.24,2355.54
4/8/2017,1184.5,1176.0001,1178.3501,1178.8902,1188.1,1174.99,1184.5,1183,6.9005,0.9443,1254.45,52.24,2355.54
4/9/2017,1210.97,1212.1352,1211.4002,1209.9901,1215.9,1180,1210.08,1223,6.9005,0.9443,1254.45,52.24,2355.54
4/10/2017,1210,1205.7991,1203.2201,1206.6201,1220.3,1174,1210.64,1212,6.903,0.9434,1254.7,53.08,2357.16
4/11/2017,1223.99,1227.3002,1219.2501,1225.6402,1235.6,1198.99,1223.76,1227,6.8921,0.9426,1274.57,53.4,2353.78
4/12/2017,1214.17,1216.2001,1214.8201,1216.8401,1227.4,1228,1218.12,1215,6.8915,0.9432,1286.92,53.11,2344.93
4/13/2017,1177.05,1168.0131,1168.9202,1170.9601,1187,1228.88,1177.88,1185.8,6.89,0.9414,1287.88,53.18,2328.95
4/14/2017,1173.74,1184.9512,1168.4701,1179.8902,1206.8,1174.04,1175.5,1200.5,6.8854,0.9422,1285.69,53.18,2328.95
4/15/2017,1178.85,1189.3301,1181.9801,1186.3701,1193.3,1184.01,1174.69,1199.5,6.8854,0.9422,1285.69,53.18,2328.95
4/16/2017,1177.99,1180.9391,1170.8801,1176.7201,1212,1199.99,1178.01,1212.1,6.8854,0.9422,1285.69,53.18,2328.95
4/17/2017,1189.91,1200.0001,1188.2101,1194.0001,1240,1225,1193.81,1239.3,6.8803,0.9386,1284.69,52.65,2349.01
4/18/2017,1201.94,1208.9992,1197.3401,1200.9901,1265.4,1249.98,1204,1270.1,6.882,0.9339,1289.6,52.41,2342.19
4/19/2017,1214.21,1207.0001,1202.9501,1204.4801,1260.5,1262.66,1211.45,1269,6.888,0.9337,1280.27,50.44,2338.17
4/20/2017,1236.15,1237.4002,1236.9002,1237.6001,1308.4,1215.32,1238.45,1298,6.8822,0.9306,1281.89,50.27,2355.84
4/21/2017,1249.99,1239.7201,1242.0001,1241.7001,1325.6,1295,1250,1322.9,6.8859,0.9325,1284.1,49.62,2348.69
4/22/2017,1247,1242.2101,1238.9202,1242.7902,1347.5,1319,1247.66,1337.6,6.8859,0.9325,1284.1,49.62,2348.69
4/23/2017,1251.98,1242.8802,1240.6302,1243.9801,1355.2,1315.11,1247.83,1362.2,6.8859,0.9325,1284.1,49.62,2348.69
4/24/2017,1257.29,1252.9102,1251.9901,1253.6702,1345,1316.11,1255.71,1352.6,6.8847,0.9224,1276.19,49.23,2374.15
4/25/2017,1281.16,1277.9982,1274.9801,1278.3002,1370.3,1349,1282.56,1358.3,6.8847,0.9133,1264.24,49.56,2388.61
4/26/2017,1298.44,1296.6502,1291.5602,1290.2802,1399.3,1396.78,1294.91,1400,6.8926,0.9194,1269.24,49.62,2387.45
4/27/2017,1349.26,1338.7401,1340.1702,1342.0302,1440.3,1440,1346.04,1442,6.8979,0.9195,1264.32,48.97,2388.77
4/28/2017,1353.34,1296.6991,1305.7502,1308.2502,1415.6,1401.97,1347.19,1413.7,6.8935,0.9178,1268.29,49.33,2384.2
4/29/2017,1365.43,1337.5152,1334.5901,1345.9501,1423.6,1423.77,1351.08,1420,6.8935,0.9178,1268.29,49.33,2384.2
4/30/2017,1384.55,1338.8682,1342.2402,1351.6001,1435.2,1439.2,1362.63,1431.4,6.8935,0.9178,1268.29,49.33,2384.2
5/1/2017,1436.5,1415.0002,1415.1202,1439.0002,1533.1,1444.68,1440.82,1535,6.8935,0.917,1256.65,48.84,2388.33
5/2/2017,1471.99,1425.1122,1429.4701,1435.0202,1560,1539.65,1464.94,1563.8,6.8959,0.917,1255.1,47.66,2391.17
5/3/2017,1533,1516.5982,1510.5202,1513.0002,1617.8,1608.24,1517.95,1610,6.8989,0.916,1238.15,47.82,2388.13
5/4/2017,1563.39,1477.9902,1480.0002,1501.1702,1607.1,1604.77,1550,1614.3,6.8959,0.9114,1228.1,45.52,2389.52
5/5/2017,1551.3,1505.7462,1516.7302,1540.7602,1545.1,1540,1546.93,1553.4,6.9031,0.9092,1221.6,46.22,2399.29
5/6/2017,1585.39,1558.9262,1561.8902,1579.3502,1597.1,1596.21,1580.99,1600,6.9031,0.9092,1221.6,46.22,2399.29
5/7/2017,1609.57,1512.4202,1528.9902,1589.9702,1619.9,1617.51,1602.17,1629,6.9031,0.9092,1221.6,46.22,2399.29
5/8/2017,1713,1637.7142,1621.4602,1628.6202,1703.2,1707.62,1686.39,1703.2,6.9045,0.9147,1226.27,46.43,2399.38
5/9/2017,1720.43,1696.2402,1704.7002,1716.8402,1760,1766.36,1719.51,1760.1,6.9074,0.9181,1221.4,45.88,2396.92
5/10/2017,1794.99,1766.5092,1763.0102,1774.8202,1796.8,1792.25,1793.26,1800,6.9032,0.9202,1219.23,47.33,2399.63
5/11/2017,1837.93,1814.0002,1805.1102,1808.0002,1853.9,1858.49,1834.1,1854.8,6.9037,0.9202,1225.05,47.83,2394.44
5/12/2017,1695.61,1699.9992,1690.8502,1695.5002,1735,1732.6,1694.64,1748.9,6.8995,0.9147,1228.13,47.84,2390.9
